task_id,model_name,full_answer,compressed_answer,raw_validity,raw_validity_full,raw_validity_compressed,pivot_preserved,semantic_regret,compression_level,category,full_pivot,compressed_pivot,full_pivot_matches_ground_truth,pivot_matches_ground_truth,pivot_outcome,high_validity_flag,true_mirage_flag,rescue_flag,instability_flag,mirage_flag
A01,grok-4-1-fast,"PIVOT_ID=A01-E065  
Prerequisite events (low-salience setup enabling latent dependencies for service mesh cascade): A01-E057, A01-E059, A01-E061, A01-E063","PIVOT_ID=A01-E065  
Prerequisites: A01-E037 (prior ledger telemetry, explicitly causal prerequisite and structural breadcrumb with Composite=30; latent dependency noted in E065 description)",0.76,0.65,0.76,1,0.40857752348232435,0.4,incident,A01-E065,A01-E065,1,1,stable_correct,1,0,0,0,0
A01,grok-4-1-fast,"PIVOT_ID=A01-E065  
Prerequisite events (low-salience setup enabling latent dependencies for service mesh cascade): A01-E057, A01-E059, A01-E061, A01-E063","PIVOT_ID=A01-E065  
Prerequisite events: A01-E028, A01-E008, A01-E009, A01-E010",0.65,0.65,0.65,1,0.27660902596529136,0.5,incident,A01-E065,A01-E065,1,1,stable_correct,0,0,0,0,0
A01,grok-4-1-fast,"PIVOT_ID=A01-E065  
Prerequisite events (low-salience setup enabling latent dependencies for service mesh cascade): A01-E057, A01-E059, A01-E061, A01-E063","PIVOT_ID=A01-E065  
Prerequisite events: A01-E008, A01-E035, A01-E037",0.65,0.65,0.65,1,0.27917779644524876,0.6,incident,A01-E065,A01-E065,1,1,stable_correct,0,0,0,0,0
A02,grok-4-1-fast,"PIVOT_ID=A02-E062  
Prerequisite events: A02-E056, A02-E058, A02-E060 (prior config baseline updates explicitly preserving causal prerequisites and dependencies enabling cross-system coupling in the cascade failure).","PIVOT_ID=A02-E062  
Prerequisite events: A02-E084, A02-E086, A02-E006",0.65,0.85,0.65,1,0.315021017864589,0.4,incident,A02-E062,A02-E062,1,1,stable_correct,0,0,0,0,0
A02,grok-4-1-fast,"PIVOT_ID=A02-E062  
Prerequisite events: A02-E056, A02-E058, A02-E060 (prior config baseline updates explicitly preserving causal prerequisites and dependencies enabling cross-system coupling in the cascade failure).","PIVOT_ID=A02-E062  
Prerequisite events: A02-E001, A02-E028, A02-E084",0.65,0.85,0.65,1,0.315021017864589,0.5,incident,A02-E062,A02-E062,1,1,stable_correct,0,0,0,0,0
A02,grok-4-1-fast,"PIVOT_ID=A02-E062  
Prerequisite events: A02-E056, A02-E058, A02-E060 (prior config baseline updates explicitly preserving causal prerequisites and dependencies enabling cross-system coupling in the cascade failure).","PIVOT_ID=A02-E062
Prerequisite events: A02-E083, A02-E057, A02-E084, A02-E004, A02-E059, A02-E061",0.65,0.85,0.65,1,0.3172630081222977,0.6,incident,A02-E062,A02-E062,1,1,stable_correct,0,0,0,0,0
A03,grok-4-1-fast,"PIVOT_ID=A03-E058  
Root cause: Cascade failure across service mesh (ledger service, Composite=108).  
Prerequisite events: A03-E082 (api-gateway, Composite=30), A03-E083 (billing, Composite=30), A03-E084 (search, Composite=30). These low-salience routine telemetry setup events chronologically precede the root cause (05-01 to 05-03), feature high Scope=6 with Severity=5, reference dependencies and downstream shifts critical to synchronizing the service mesh failure per global timeline context.","PIVOT_ID=A03-E058  
Prerequisites (chronological order, all prior setup events enabling synchronization into cascade): A03-E082, A03-E055, A03-E002, A03-E083, A03-E029, A03-E057, A03-E003, A03-E084",0.85,0.9999999999999999,0.85,1,0.3969755116047342,0.4,incident,A03-E058,A03-E058,1,1,stable_correct,1,0,0,0,0
A03,grok-4-1-fast,"PIVOT_ID=A03-E058  
Root cause: Cascade failure across service mesh (ledger service, Composite=108).  
Prerequisite events: A03-E082 (api-gateway, Composite=30), A03-E083 (billing, Composite=30), A03-E084 (search, Composite=30). These low-salience routine telemetry setup events chronologically precede the root cause (05-01 to 05-03), feature high Scope=6 with Severity=5, reference dependencies and downstream shifts critical to synchronizing the service mesh failure per global timeline context.","PIVOT_ID=A03-E058
Prerequisite events: A03-E030",0.5599999999999999,0.9999999999999999,0.5599999999999999,1,0.39628071864515024,0.5,incident,A03-E058,A03-E058,1,1,stable_correct,0,0,0,0,0
A03,grok-4-1-fast,"PIVOT_ID=A03-E058  
Root cause: Cascade failure across service mesh (ledger service, Composite=108).  
Prerequisite events: A03-E082 (api-gateway, Composite=30), A03-E083 (billing, Composite=30), A03-E084 (search, Composite=30). These low-salience routine telemetry setup events chronologically precede the root cause (05-01 to 05-03), feature high Scope=6 with Severity=5, reference dependencies and downstream shifts critical to synchronizing the service mesh failure per global timeline context.","PIVOT_ID=A03-E058  
Root cause: Cascade failure across service mesh (Service=ledger, 2026-05-04 10:39, Severity=9, Scope=12, Composite=108).  
Prerequisite events (chronologically prior setup events in timeline): A03-E083, A03-E057, A03-E003, A03-E084.",0.85,0.9999999999999999,0.85,1,0.30707570612106205,0.6,incident,A03-E058,A03-E058,1,1,stable_correct,1,0,0,0,0
A04,grok-4-1-fast,"PIVOT_ID=A04-E063

**Root cause:** [A04-E063] 2026-05-09 15:14 | Service=search | Event=Cascade failure across service mesh | Severity=9 | Scope=12 | Composite=108 (global argmax composite severity score).

**Prerequisite events:** Low-salience setup events (config baseline updates) temporally prior to the root cause that enabled synchronization across subsystems: A04-E055, A04-E057, A04-E059, A04-E061.","PIVOT_ID=A04-E063
Prerequisite events: A04-E056, A04-E084, A04-E014",0.65,0.9999999999999999,0.65,1,0.34327802913113215,0.4,incident,A04-E063,A04-E063,1,1,stable_correct,0,0,0,0,0
A04,grok-4-1-fast,"PIVOT_ID=A04-E063

**Root cause:** [A04-E063] 2026-05-09 15:14 | Service=search | Event=Cascade failure across service mesh | Severity=9 | Scope=12 | Composite=108 (global argmax composite severity score).

**Prerequisite events:** Low-salience setup events (config baseline updates) temporally prior to the root cause that enabled synchronization across subsystems: A04-E055, A04-E057, A04-E059, A04-E061.","PIVOT_ID=A04-E063

**Root cause:** A04-E063 (2026-05-09 15:14 | Service=search | Event=Cascade failure across service mesh | Severity=9 | Scope=12 | Composite=108). This has the strictly highest composite severity score (Severity * Scope = 108) across the entire timeline per the global argmax rule.

**Prerequisite events:** The prior events explicitly described as preserving ""details that become causal prerequisites for later interpretation,"" which enabled the root cause:
- A04-E008 (2026-05-08 15:49 | Composite=20)
- A04-E030 (2026-05-03 15:23 | Composite=8)
- A04-E058 (2026-05-04 10:39 | Composite=12)
- A04-E060 (2026-05-06 12:53 | Composite=10)
- A04-E062 (2026-05-08 14:07 | Composite=15)
- A04-E085 (2026-05-04 15:48 | Composite=20)",0.9999999999999999,0.9999999999999999,0.9999999999999999,1,0.258900778196112,0.5,incident,A04-E063,A04-E063,1,1,stable_correct,1,0,0,0,0
A04,grok-4-1-fast,"PIVOT_ID=A04-E063

**Root cause:** [A04-E063] 2026-05-09 15:14 | Service=search | Event=Cascade failure across service mesh | Severity=9 | Scope=12 | Composite=108 (global argmax composite severity score).

**Prerequisite events:** Low-salience setup events (config baseline updates) temporally prior to the root cause that enabled synchronization across subsystems: A04-E055, A04-E057, A04-E059, A04-E061.","PIVOT_ID=A04-E063

Prerequisite events (prior routine telemetry on the search service enabling the cascade failure across the service mesh):
- A04-E056 (2026-05-02, Composite=12)
- A04-E084 (2026-05-03, Composite=35)
- A04-E007 (2026-05-07, Composite=24)
- A04-E035 (2026-05-08, Composite=15)",0.85,0.9999999999999999,0.85,1,0.3318055728375148,0.6,incident,A04-E063,A04-E063,1,1,stable_correct,1,0,0,0,0
B01,grok-4-1-fast,"PIVOT_ID=B01-E051

The anchor position, Helios Grid Infrastructure at Week-51 (B01-E051), achieved the portfolio's highest CumulativeReturn of +20.82% via a sharp +5.40% WeeklyReturn under RegimeScore=3. This success was enabled by 50 preceding weeks of incrementally stable, low-salience market conditions across rotating positions, characterized by noisy commentary emphasizing ""structural breadcrumbs,"" ""causal prerequisites,"" and ""downstream feasibility shifts"" rather than headline volatility. Key preceding patterns:

- **Steady position-specific build-up for Helios**: Prior Helios updates showed consistent compounding (e.g., E033 Week-33: +3.23% weekly to 8.49% cum., RegimeScore=1; E038 Week-38: +0.89% to 9.38% cum., RegimeScore=5; E048 Week-48: +0.31% to 9.42% cum., RegimeScore=2), with commentary noting minor variance, procedural housekeeping, and global pivot admissibility changes (e.g., E013, E023, E038 explicitly flagging feasibility shifts).
- **Broad portfolio stability and cross-position support**: Intervening positions delivered positive WeeklyReturns in 80%+ of prior entries (avg. ~+0.9%), with no sustained drawdowns >1.5%. High RegimeScores (4-5) in 20% of pre-E051 events (e.g., E011 NorthRiver R5, E047 Aurelia R4 at 10.76% cum.) preserved interdependencies. BlueHarbor (e.g., E044 -1.30% but quick recovery) and Aurelia (peaks near 10%) provided diversification ballast.
- **Regime dynamics**: RegimeScores averaged ~3 pre-E051, with clusters of 1-2 signaling ""low salience unless tracking global score rule"" (e.g., E042-E050 sequence), enabling quiet accumulation. E051's ""cross-system coupling explicit and destabilizing"" marks the culmination, where prior breadcrumbs (e.g., ""preserving causal prerequisites"" in E002, E005, E032) unlocked the jump amid portfolio research's repetitive housekeeping.

Overall, success stemmed from unremarkable procedural continuity and dependency preservation, allowing a latent regime pivot amid subdued volatility.","PIVOT_ID=B01-E051

The anchor entry [B01-E051] (Helios Grid Infrastructure, Week-51, +5.40% weekly, 20.82% cumulative—the maximum in the timeline) reflects a breakout performance enabled by prior accumulation and supportive regime dynamics in the position's history, alongside correlated upstream sector strength. Key preceding conditions:

- **Position-specific buildup (structural breadcrumbs for Helios Grid Infrastructure)**: Steady compounding with low-salience markers across prior updates—Week-03 (0.23%, RegimeScore=3, housekeeping chatter); Week-13 (3.08%, RegimeScore=5, minor variance but globally pivot-altering); Week-23 (3.40%, RegimeScore=2, dependency references); Week-38 (9.38%, RegimeScore=5, minor variance with explicit global pivot admissibility shift). The Week-38 high RegimeScore=5 event preserved causal prerequisites, setting downstream feasibility for the 13-week hold leading to the +11.44% implied gain into Week-51.

- **Broader portfolio regime and cross-position signals**: Accelerating returns in complementary sectors immediately prior, notably Aurelia AI Semiconductor Basket at Week-47 (10.76% cumulative, +2.18% weekly, RegimeScore=4, globally pivot-changing despite local boredom). This suggests market conditions favoring energy-intensive AI infrastructure (semiconductors driving grid/power demand), with Helios benefiting as downstream play. Intervening events (e.g., [B01-E044]/[B01-E049] BlueHarbor Treasury Arbitrage, RegimeScores=2) show stable arbitrage backdrop but low strategic dominance, preserving ordinary research processing without disruption.

- **Regime context**: Preceding average RegimeScore ~3.1 (across Weeks 2-49), with clustered 5s (e.g., [B01-E011], [B01-E013], [B01-E020], [B01-E032], [B01-E036], [B01-E038]) indicating episodic high-feasibility windows amid noisy commentary. No dominant negative outliers; cumulative returns portfolio-wide trended positive (e.g., BlueHarbor stable at ~6-7%), enabling risk-on tilt toward infrastructure.

This confluence—position compounding, AI-grid thematic linkage, and regime breadcrumbs—destabilized cross-system dynamics (per E051 note), crystallizing the outlier weekly gain.",0.9999999999999999,0.8299999999999998,0.9999999999999999,1,0.34039032901578115,0.4,investment,B01-E051,B01-E051,1,1,stable_correct,1,0,0,0,0
B01,grok-4-1-fast,"PIVOT_ID=B01-E051

The anchor position, Helios Grid Infrastructure at Week-51 (B01-E051), achieved the portfolio's highest CumulativeReturn of +20.82% via a sharp +5.40% WeeklyReturn under RegimeScore=3. This success was enabled by 50 preceding weeks of incrementally stable, low-salience market conditions across rotating positions, characterized by noisy commentary emphasizing ""structural breadcrumbs,"" ""causal prerequisites,"" and ""downstream feasibility shifts"" rather than headline volatility. Key preceding patterns:

- **Steady position-specific build-up for Helios**: Prior Helios updates showed consistent compounding (e.g., E033 Week-33: +3.23% weekly to 8.49% cum., RegimeScore=1; E038 Week-38: +0.89% to 9.38% cum., RegimeScore=5; E048 Week-48: +0.31% to 9.42% cum., RegimeScore=2), with commentary noting minor variance, procedural housekeeping, and global pivot admissibility changes (e.g., E013, E023, E038 explicitly flagging feasibility shifts).
- **Broad portfolio stability and cross-position support**: Intervening positions delivered positive WeeklyReturns in 80%+ of prior entries (avg. ~+0.9%), with no sustained drawdowns >1.5%. High RegimeScores (4-5) in 20% of pre-E051 events (e.g., E011 NorthRiver R5, E047 Aurelia R4 at 10.76% cum.) preserved interdependencies. BlueHarbor (e.g., E044 -1.30% but quick recovery) and Aurelia (peaks near 10%) provided diversification ballast.
- **Regime dynamics**: RegimeScores averaged ~3 pre-E051, with clusters of 1-2 signaling ""low salience unless tracking global score rule"" (e.g., E042-E050 sequence), enabling quiet accumulation. E051's ""cross-system coupling explicit and destabilizing"" marks the culmination, where prior breadcrumbs (e.g., ""preserving causal prerequisites"" in E002, E005, E032) unlocked the jump amid portfolio research's repetitive housekeeping.

Overall, success stemmed from unremarkable procedural continuity and dependency preservation, allowing a latent regime pivot amid subdued volatility.","PIVOT_ID=B01-E051

The anchor position, Helios Grid Infrastructure at Week-51 (CumulativeReturn=20.82%), achieved peak performance via a +5.40% weekly gain, building on consistent prior gains in the same position amid low-salience regime shifts. Preceding enablers within the Helios timeline include:

- **Steady accumulation phase (Weeks 8-33)**: Positive weekly returns of +2.40% (E008, RegimeScore=3), +0.45% (E013, r=5), +0.67% (E018, r=5), +1.86% (E028, r=4), and +3.23% (E033, r=1), elevating CumulativeReturn from 2.63% to 8.49%. High RegimeScores (4-5) in E013/E018/E028 signal stable ""local checks"" and ""minor variance,"" with global effects like ""changes which pivot is admissible"" (E013) and ""shifts downstream feasibility"" (E033 despite r=1 low-salience flag).

- **Intervening timeline noise (Weeks 34-50)**: No Helios updates, but portfolio-wide breadcrumbs preserved causal prerequisites (e.g., E040/E047 procedural details in competing positions like Cinder/Aurelia). Aurelia's 10.76% peak (E047, r=4) indicates parallel tech/infra momentum without destabilizing Helios trajectory.

- **Regime context**: Preceding Helios events averaged RegimeScore ~3.8 (high stability), with r=5 entries as structural enablers amid ""ordinary background activity."" E051's own ""cross-system coupling... destabilizing"" marks the inflection, triggered by full-timeline dependencies (e.g., E013/E018/E033 breadcrumbs), enabling the outsized weekly surge in a grid infrastructure rally, overriding local ""minor variance"" noise. No headline events; success stemmed from cumulative, low-salience feasibility shifts favoring infrastructure carry.",0.8299999999999998,0.8299999999999998,0.8299999999999998,1,0.3488434711017715,0.5,investment,B01-E051,B01-E051,1,1,stable_correct,1,0,0,0,0
B01,grok-4-1-fast,"PIVOT_ID=B01-E051

The anchor position, Helios Grid Infrastructure at Week-51 (B01-E051), achieved the portfolio's highest CumulativeReturn of +20.82% via a sharp +5.40% WeeklyReturn under RegimeScore=3. This success was enabled by 50 preceding weeks of incrementally stable, low-salience market conditions across rotating positions, characterized by noisy commentary emphasizing ""structural breadcrumbs,"" ""causal prerequisites,"" and ""downstream feasibility shifts"" rather than headline volatility. Key preceding patterns:

- **Steady position-specific build-up for Helios**: Prior Helios updates showed consistent compounding (e.g., E033 Week-33: +3.23% weekly to 8.49% cum., RegimeScore=1; E038 Week-38: +0.89% to 9.38% cum., RegimeScore=5; E048 Week-48: +0.31% to 9.42% cum., RegimeScore=2), with commentary noting minor variance, procedural housekeeping, and global pivot admissibility changes (e.g., E013, E023, E038 explicitly flagging feasibility shifts).
- **Broad portfolio stability and cross-position support**: Intervening positions delivered positive WeeklyReturns in 80%+ of prior entries (avg. ~+0.9%), with no sustained drawdowns >1.5%. High RegimeScores (4-5) in 20% of pre-E051 events (e.g., E011 NorthRiver R5, E047 Aurelia R4 at 10.76% cum.) preserved interdependencies. BlueHarbor (e.g., E044 -1.30% but quick recovery) and Aurelia (peaks near 10%) provided diversification ballast.
- **Regime dynamics**: RegimeScores averaged ~3 pre-E051, with clusters of 1-2 signaling ""low salience unless tracking global score rule"" (e.g., E042-E050 sequence), enabling quiet accumulation. E051's ""cross-system coupling explicit and destabilizing"" marks the culmination, where prior breadcrumbs (e.g., ""preserving causal prerequisites"" in E002, E005, E032) unlocked the jump amid portfolio research's repetitive housekeeping.

Overall, success stemmed from unremarkable procedural continuity and dependency preservation, allowing a latent regime pivot amid subdued volatility.","PIVOT_ID=B01-E051

The anchor position (Helios Grid Infrastructure, Week-51) reached the highest CumulativeReturn of +20.82% via a standout WeeklyReturn of +5.40%, under RegimeScore=3. Its success was enabled by a sequence of low-salience, procedurally preservative prior updates in the same position, which accumulated returns and maintained structural dependencies across the timeline despite appearing as ""ordinary background activity,"" ""repetitive housekeeping,"" and ""status chatter"" in isolation:

- **Week-03 (B01-E003, RegimeScore=3)**: Initiated position at +0.23% weekly (cum. 0.23%), with small narrative footprint but shifts to downstream feasibility via preserved procedural details.
- **Week-08 (B01-E008, RegimeScore=3)**: Built to +2.63% cum. via +2.40% weekly; causal prerequisites embedded in plain-language updates, discarded in compression but critical for later pivots.
- **Week-13 (B01-E013, RegimeScore=5)**: Advanced to +3.08% cum.; high RegimeScore amid ""local checks passed with minor variance,"" procedural collapse risks, and explicit global pivot admissibility shift—key enabler for downstream scaling.
- **Week-43 (B01-E043, RegimeScore=3)**: Scaled to +9.12% cum. despite -0.26% weekly dip; non-dominant isolation but feasibility-altering details, bridging to Week-51.

Market conditions preceding Week-51 featured consistent mid-range RegimeScores (mostly 3-5 for Helios), noisy low-salience markers emphasizing timeline dependencies over headline events, and minimal cross-position disruption (only B01-E047 Aurelia interlude). This fostered ""cross-system coupling"" explicit at Week-51, destabilizing competitors while enabling Helios via prior breadcrumbs—suggesting stable infrastructure-tailwind regimes (e.g., grid/energy carry) where subtle housekeeping preserved alpha accrual.",0.9999999999999999,0.8299999999999998,0.9999999999999999,1,0.32663342189441447,0.6,investment,B01-E051,B01-E051,1,1,stable_correct,1,0,0,0,0
B02,grok-4-1-fast,"PIVOT_ID=B02-E061

The anchor entry [B02-E061] (Helios Grid Infrastructure, Week-61) records the highest CumulativeReturn (20.65%) in the timeline, driven by a +5.40% WeeklyReturn amid a high-impact synchronization of subsystems. This success was preceded and enabled by 5 weeks of low-salience market conditions (Weeks 56-60) characterized by elevated-to-declining RegimeScores (5→2→4→3→1) across cycling positions, with commentary uniformly emphasizing ""repetitive housekeeping and status chatter,"" ""mundane baseline calibrations,"" ""routine control-plane adjustments,"" and ""causal prerequisites"" that appear boring or discardable in isolation but explicitly ""shift downstream feasibility"" and ""change which pivot is admissible"" when tracked globally per the score rule. Key enablers:
- **Week-60 (Cinder Logistics Credit, RegimeScore=1)**: Mundane baseline calibration with full-timeline dependencies, directly priming feasibility shifts.
- **Week-59 (BlueHarbor Treasury Arbitrage, RegimeScore=3)**: Ordinary background activity preserving procedural details, explicitly altering pivot admissibility.
- **Week-58 (Helios Grid Infrastructure, RegimeScore=4)**: Routine control-plane adjustment on the anchor position itself, with small narrative footprint but downstream impact.
This sequence of structurally secondary, dependency-heavy events (no headline dominance) aligned regimes for the Week-61 transition, evidenced by the rotation deviation (Helios featured 3 weeks after its prior entry, skipping NorthRiver Utilities Carry). No similar prior 5-week RegimeScore trajectory (sum=15, declining trend) produced comparable position-level outperformance.","PIVOT_ID=B02-E061

The Helios Grid Infrastructure position reached its peak cumulative return of +20.65% in Week-61 following a multi-month buildup of incremental gains and structural setup in prior timeline entries, particularly within the same position and related utilities plays. Key preceding conditions:

- **Direct position precursors (Helios Grid Infrastructure)**: Steady compounding from Week-03 (Cum=1.10%, RegimeScore=5; initial high-regime entry preserving full-timeline dependencies), Week-13 (Cum=2.26%, R3; ordinary background with global pivot admissibility), Week-23 (Cum=4.48%, R1), Week-38 (Cum=6.06%, R1; procedural details often collapsed), Week-48 (Cum=7.01%, R3; housekeeping chatter enabling pivot changes), and critically Week-53 (Cum=9.37%, R1; +2.36% weekly gain with explicit preservation of ""causal prerequisites for later interpretation"" via low-variance local checks—a structural breadcrumb directly enabling downstream feasibility).
- **Intervening supports (Weeks 54-60)**: Week-56 NorthRiver Utilities Carry (Cum=6.79%, R5; high-regime ordinary activity with low-salience commentary tracking global score rule, indicating stable utility carry conditions synergistic with grid infrastructure). Week-57 Aurelia AI Semiconductor Basket (Cum=7.00%, R2; minor dip but procedural details discarded locally yet globally relevant).
- **Overarching enablers**: Repetitive portfolio research housekeeping, status chatter, and dependency references across 10+ prior entries (e.g., E048, E041, E038) maintained low-salience markers that synchronized into the Week-61 ""high-impact transition"" of multiple subsystems, despite local boringness. RegimeScores trended neutral-to-high (peaks at 5 in utilities precursors), filtering noise to admit this pivot under the cumulative-return anchor rule. No headline events; success stemmed from globally causal, locally discardable details shifting feasibility.",0.8299999999999998,0.8299999999999998,0.8299999999999998,1,0.3555764771905735,0.4,investment,B02-E061,B02-E061,1,1,stable_correct,1,0,0,0,0
